Year Local,Month Local,Day Local,Hour Local,Year UTC,Month UTC,Day UTC,Hour UTC,Cavok Reported,Cloud Ceiling (m),Cloud Cover Fraction,Cloud Cover Fraction 1,Cloud Cover Fraction 2,Cloud Cover Fraction 3,Cloud Cover Fraction 4,Cloud Cover Fraction 5,Cloud Cover Fraction 6,Cloud Height (m) 1,Cloud Height (m) 2,Cloud Height (m) 3,Cloud Height (m) 4,Cloud Height (m) 5,Cloud Height (m) 6,Dew Point (C),Humidity Fraction,Precipitation One Hour (mm),Pressure Altimeter (mbar),Pressure Sea Level (mbar),Pressure Station (mbar),Snow Depth (cm),Temperature (C),Visibility (km),Weather Code 1,Weather Code 1/ Description,Weather Code 2,Weather Code 2/ Description,Weather Code 3,Weather Code 3/ Description,Weather Code 4,Weather Code 4/ Description,Weather Code 5,Weather Code 5/ Description,Weather Code 6,Weather Code 6/ Description,Weather Code Most Severe / Icon Code,Weather Code Most Severe,Weather Code Most Severe / Description,Wind Direction (degrees),Wind Gust (m/s),Wind Speed (m/s)
2012,1,1,11,2012,1,1,16,0,427,1,0.9,1,,,,,427,640,,,,,1.7,0.8259,0,1004.4,1004.8,974.7,,4.4,14.484,,,,,,,,,,,,,0,,,280,17,14.4
2012,1,1,12,2012,1,1,17,0,396,1,0.9,1,,,,,396,579,,,,,0.6,0.8542,0.3,1006.1,1006.6,976.3,,2.8,16.093,,,,,,,,,,,,,0,,,280,16.5,11.8
2012,1,1,13,2012,1,1,18,0,396,1,1,,,,,,396,,,,,,0.6,0.8915,0.3,1006.8,1007.4,977,,2.2,8.047,,,,,,,,,,,,,0,,,270,12.4,9.3
2012,1,1,14,2012,1,1,19,0,1006,1,0.25,0.9,1,,,,549,1006,1280,,,,0,0.7567,0,1007.8,1008.2,978,,3.9,16.093,,,,,,,,,,,,,0,,,280,12.9,8.2
2012,1,1,15,2012,1,1,20,0,914,1,0.9,1,,,,,914,1250,,,,,-2.2,0.696,0,1008.8,1009.3,979,,2.8,16.093,,,,,,,,,,,,,0,,,280,17.5,13.4
2012,1,1,16,2012,1,1,21,0,975,1,0.9,1,,,,,975,1981,,,,,-3.9,0.6924,0,1010.8,1011.4,981,,1.1,14.484,,,,,,,,,,,,,0,,,280,14.4,10.8
2012,1,1,17,2012,1,1,22,0,2134,1,0.25,0.5,1,,,,975,1280,2134,,,,-6.1,0.6075,0,1012.9,1013.4,982.9,,0.6,14.484,,,,,,,,,,,,,0,,,300,17.5,13.4
2012,1,1,18,2012,1,1,23,0,853,1,0.9,0.9,1,,,,853,1067,2134,,,,-4,0.7773,0,1014.2,1014.6,984.3,,-0.6,4.023,905,haze,,,,,,,,,,,16,905,haze,270,14.9,8.8
2012,1,1,19,2012,1,2,0,0,549,1,0.9,0.9,1,,,,549,884,2743,,,,-3.9,0.849,0,1014.6,1015.4,984.6,,-1.7,8.047,,,,,,,,,,,,,0,,,260,11.3,7.7
2012,1,1,20,2012,1,2,1,0,1433,1,0.25,0.9,1,,,,671,1433,2591,,,,-4.4,0.7824,0,1015.2,1015.9,985.3,,-1.1,12.875,,,,,,,,,,,,,0,,,260,13.9,9.8
2012,1,1,21,2012,1,2,2,0,945,1,0.25,1,1,,,,518,945,945,,,,-4.4,0.8177,0,1015.2,1015.9,985.3,,-1.7,4.828,,,,,,,,,,,,,0,,,250,13.4,8.2
2012,1,1,22,2012,1,2,3,0,366,1,0.25,1,1,,,,213,366,701,,,,-3.9,0.849,0,1015.2,1015.9,985.3,,-1.7,1.207,,,,,,,,,,,,,0,,,260,11.3,8.8
2012,1,1,23,2012,1,2,4,0,792,1,0.5,0.5,1,,,,396,549,792,,,,-4.4,0.8177,0,1014.9,1015.6,984.9,,-1.7,3.219,,,,,,,,,,,,,0,,,250,11.8,9.3
2012,1,2,0,2012,1,2,5,0,488,1,0.25,0.9,1,,,,274,488,1494,,,,-4.4,0.8484,0,1014.9,1015.6,984.9,0,-2.2,3.219,,,,,,,,,,,,,0,,,250,,6.7
2012,1,2,1,2012,1,2,6,0,366,1,0.9,1,1,,,,366,762,671,,,,-4.4,0.8484,0,1014.9,1015.6,984.9,,-2.2,2.414,,,,,,,,,,,,,0,,,270,10.8,7.2
2012,1,2,2,2012,1,2,7,0,396,1,1,0.9,1,,,,396,640,1829,,,,-3.9,0.881,0,1014.9,1015.7,984.9,,-2.2,1.609,,,,,,,,,,,,,0,,,260,10.3,7.7
2012,1,2,3,2012,1,2,8,0,640,1,0.5,0.9,1,,,,305,640,792,,,,-4.4,0.8484,0,1015.2,1015.8,985.3,,-2.2,1.609,,,,,,,,,,,,,0,,,260,,5.7
2012,1,2,4,2012,1,2,9,0,396,1,0.5,0.9,1,,,,305,396,640,,,,-4.4,0.887,0,1014.9,1015.9,984.9,,-2.8,1.207,,,,,,,,,,,,,0,,,270,,8.2
2012,1,2,5,2012,1,2,10,0,183,1,0.9,1,1,,,,183,457,1189,,,,-5,0.8799,0,1015.2,1016,985.3,,-3.3,1.609,,,,,,,,,,,,,0,,,280,13.4,7.7
2012,1,2,6,2012,1,2,11,0,1676,1,0.25,0.5,1,,,,457,640,1676,,,,-6.1,0.8464,0,1015.2,1016.2,985.3,,-3.9,8.047,,,,,,,,,,,,,0,,,280,10.8,8.8
2012,1,2,7,2012,1,2,12,0,1981,1,0.25,0.5,1,,,,518,732,1981,,,,-6.7,0.8083,0,1015.6,1016.4,985.6,,-3.9,8.047,,,,,,,,,,,,,0,,,290,,6.7
2012,1,2,8,2012,1,2,13,0,945,1,0.5,0.5,1,,,,457,579,945,,,,-6.7,0.8393,0,1015.9,1016.7,985.9,,-4.4,2.414,,,,,,,,,,,,,0,,,290,11.8,6.7
2012,1,2,9,2012,1,2,14,0,2591,1,0.25,0.5,1,,,,488,762,2591,,,,-7.8,0.8066,0,1016.3,1017.5,986.3,,-5,12.875,,,,,,,,,,,,,0,,,290,11.3,8.2
2012,1,2,10,2012,1,2,15,0,853,1,0.9,0.9,1,,,,853,1219,1463,,,,-7.8,0.8443,0,1017.3,1018.2,987.2,,-5.6,3.219,,,,,,,,,,,,,0,,,290,11.3,7.7
2012,1,2,11,2012,1,2,16,0,853,1,0.25,0.9,1,,,,427,853,1097,,,,-7.8,0.8066,0,1017.6,1018.7,987.6,,-5,4.828,,,,,,,,,,,,,0,,,290,10.8,7.7
2012,1,2,12,2012,1,2,17,0,640,1,0.25,0.9,1,,,,366,640,884,,,,-7.8,0.8066,0,1017.6,1018.6,987.6,,-5,2.012,,,,,,,,,,,,,0,,,280,,7.2
2012,1,2,13,2012,1,2,18,0,732,1,0.5,0.9,1,,,,549,732,1036,,,,-7.2,0.8075,0,1017.3,1018.5,987.2,,-4.4,4.023,,,,,,,,,,,,,0,,,280,10.3,7.7
2012,1,2,14,2012,1,2,19,0,640,1,0.5,0.9,1,,,,396,640,792,,,,-7.2,0.8075,0,1017.6,1018.7,987.6,,-4.4,4.828,,,,,,,,,,,,,0,,,290,11.8,7.7
2012,1,2,15,2012,1,2,20,0,579,1,0.5,0.9,1,,,,427,579,762,,,,-7.2,0.8075,0,1018.3,1019.4,988.2,,-4.4,2.816,,,,,,,,,,,,,0,,,300,11.3,8.2
2012,1,2,16,2012,1,2,21,0,579,1,0.25,0.9,1,,,,427,579,2134,,,,-7.8,0.8066,0,1019.6,1020.6,989.6,,-5,6.437,,,,,,,,,,,,,0,,,300,12.9,7.7
2012,1,2,17,2012,1,2,22,0,518,1,0.9,0.9,1,,,,518,732,2134,,,,-7.8,0.8066,0,1020.7,1021.7,990.6,,-5,16.093,,,,,,,,,,,,,0,,,290,,6.2
2012,1,2,18,2012,1,2,23,0,914,1,1,1,,,,,914,1829,,,,,-7.8,0.8066,0,1021.3,1022.6,991.2,,-5,4.828,,,,,,,,,,,,,0,,,290,,6.7
2012,1,2,19,2012,1,3,0,0,1128,1,0.5,1,,,,,457,1128,,,,,-7.8,0.8066,0,1022,1023.3,991.9,,-5,4.828,,,,,,,,,,,,,0,,,290,,6.7
2012,1,2,20,2012,1,3,1,0,549,1,0.25,0.9,1,,,,396,549,1981,,,,-7.2,0.845,0,1022.7,1023.9,992.5,,-5,14.484,,,,,,,,,,,,,0,,,300,,5.7
2012,1,2,21,2012,1,3,2,0,396,1,0.25,0.9,1,,,,183,396,975,,,,-7.8,0.8066,0,1023.4,1024.4,993.2,,-5,2.414,,,,,,,,,,,,,0,,,300,9.3,5.7
2012,1,2,22,2012,1,3,3,0,305,1,1,0.9,1,,,,305,427,610,,,,-6.7,0.9192,0,1023.4,1024.6,993.2,,-5.6,2.012,,,,,,,,,,,,,0,,,10,,4.1
2012,1,2,23,2012,1,3,4,0,183,1,0.9,1,1,,,,183,366,1006,,,,-7.8,0.8772,0,1024,1025.3,993.9,,-6.1,1.609,,,,,,,,,,,,,0,,,340,,4.1
2012,1,3,0,2012,1,3,5,0,1433,1,0.25,0.9,1,,,,1097,1433,1981,,,,-10,0.7729,0,1024.4,1025.7,994.2,,-6.7,16.093,,,,,,,,,,,,,0,,,340,8.2,5.1
2012,1,3,1,2012,1,3,6,0,1006,1,0.9,1,,,,,1006,1676,,,,,-10.6,0.7659,0,1024.7,1026.1,994.5,,-7.2,16.093,,,,,,,,,,,,,0,,,350,,4.1
2012,1,3,2,2012,1,3,7,0,884,1,0.25,0.9,1,,,,701,884,1676,,,,-11.1,0.8401,0,1025.4,1026.5,995.2,,-8.9,11.265,,,,,,,,,,,,,0,,,310,,2.6
2012,1,3,3,2012,1,3,8,0,640,1,1,,,,,,640,,,,,,-9.4,0.8423,0,1025.7,1026.9,995.5,,-7.2,14.484,,,,,,,,,,,,,0,,,300,,2.6
2012,1,3,4,2012,1,3,9,0,945,1,0.25,0.9,1,,,,518,945,1372,,,,-10,0.8033,0,1026.1,1027.4,995.8,,-7.2,14.484,,,,,,,,,,,,,0,,,320,,2.1
2012,1,3,5,2012,1,3,10,0,1433,1,1,,,,,,1433,,,,,,-10,0.8415,0,1025.7,1027,995.5,,-7.8,14.484,,,,,,,,,,,,,0,,,,,0
2012,1,3,6,2012,1,3,11,0,1250,1,1,,,,,,1250,,,,,,-10,0.8415,0,1025.4,1026.9,995.2,,-7.8,16.093,,,,,,,,,,,,,0,,,250,,2.1
2012,1,3,7,2012,1,3,12,0,1189,1,0.25,1,,,,,732,1189,,,,,-9.4,0.8104,0,1025.7,1027.1,995.5,,-6.7,9.656,,,,,,,,,,,,,0,,,290,,4.1
2012,1,3,8,2012,1,3,13,0,1189,1,1,,,,,,1189,,,,,,-11.1,0.736,0,1026.1,1027.5,995.8,,-7.2,16.093,,,,,,,,,,,,,0,,,290,,4.6
2012,1,3,9,2012,1,3,14,0,1128,1,1,,,,,,1128,,,,,,-11.1,0.7082,0,1026.8,1027.9,996.5,,-6.7,16.093,,,,,,,,,,,,,0,,,280,,4.6
2012,1,3,10,2012,1,3,15,0,1189,1,1,,,,,,1189,,,,,,-10.6,0.7659,0,1027.4,1028.8,997.2,,-7.2,16.093,,,,,,,,,,,,,0,,,250,,3.6
2012,1,3,11,2012,1,3,16,0,1250,1,0.25,1,,,,,975,1250,,,,,-10,0.8415,0,1027.8,1029.3,997.5,,-7.8,14.484,,,,,,,,,,,,,0,,,250,,4.6
2012,1,3,12,2012,1,3,17,0,1250,1,0.5,1,,,,,1006,1250,,,,,-10,0.7729,0,1027.8,1029.2,997.5,,-6.7,16.093,,,,,,,,,,,,,0,,,260,,5.7
2012,1,3,13,2012,1,3,18,0,701,0.9,0.9,0.9,0.9,,,,701,853,1036,,,,-10.6,0.7659,0,1026.8,1028.1,996.5,,-7.2,16.093,,,,,,,,,,,,,0,,,250,,6.2
2012,1,3,14,2012,1,3,19,0,,0.25,0.25,,,,,,366,,,,,,-10.6,0.737,0,1026.1,1027.6,995.8,,-6.7,16.093,,,,,,,,,,,,,0,,,250,,6.2
2012,1,3,15,2012,1,3,20,0,945,0.9,0.9,,,,,,945,,,,,,-11.1,0.7082,0,1025.4,1026.7,995.2,,-6.7,16.093,,,,,,,,,,,,,0,,,250,,5.1
2012,1,3,16,2012,1,3,21,0,,0,0,,,,,,,,,,,,-11.1,0.6763,0,1025.4,1026.9,995.2,,-6.1,16.093,,,,,,,,,,,,,0,,,240,,5.1
2012,1,3,17,2012,1,3,22,0,,0,0,,,,,,,,,,,,-11.7,0.6749,0,1025.4,1027,995.2,,-6.7,16.093,,,,,,,,,,,,,0,,,240,,3.6
2012,1,3,18,2012,1,3,23,0,,0,0,,,,,,,,,,,,-12.8,0.6723,0,1025.1,1026.4,994.8,,-7.8,16.093,,,,,,,,,,,,,0,,,190,,2.1
2012,1,3,19,2012,1,4,0,0,,0,0,,,,,,,,,,,,-13.9,0.6697,0,1024.4,1025.7,994.2,,-8.9,16.093,,,,,,,,,,,,,0,,,150,,2.6
2012,1,3,20,2012,1,4,1,0,,0,0,,,,,,,,,,,,-14.4,0.5631,0,1023.4,1024.7,993.2,,-7.2,16.093,,,,,,,,,,,,,0,,,170,,3.6
2012,1,3,21,2012,1,4,2,0,,0,0,,,,,,,,,,,,-12.8,0.5897,0,1021.7,1022.9,991.5,,-6.1,16.093,,,,,,,,,,,,,0,,,190,,5.7
2012,1,3,22,2012,1,4,3,0,,0,0,,,,,,,,,,,,-12.8,0.5676,0,1020.3,1021.6,990.2,,-5.6,16.093,,,,,,,,,,,,,0,,,180,,5.7
2012,1,3,23,2012,1,4,4,0,,0,0,,,,,,,,,,,,-12.2,0.5959,0,1021.7,1023,991.5,,-5.6,16.093,,,,,,,,,,,,,0,,,220,,5.1
2012,1,4,0,2012,1,4,5,0,,0,0,,,,,,,,,,,,-11.7,0.6445,0,1021,1022.4,990.9,,-6.1,16.093,,,,,,,,,,,,,0,,,200,,4.1
2012,1,4,1,2012,1,4,6,0,,0,0,,,,,,,,,,,,-11.7,0.6204,0,1020,1021.4,989.9,,-5.6,16.093,,,,,,,,,,,,,0,,,180,,5.1
2012,1,4,2,2012,1,4,7,0,,0,0,,,,,,,,,,,,-11.7,0.6204,0,1018.3,1019.7,988.2,,-5.6,16.093,,,,,,,,,,,,,0,,,180,,5.7
2012,1,4,3,2012,1,4,8,0,,0,0,,,,,,,,,,,,-11.7,0.6204,0,1017.9,1019.4,987.9,,-5.6,16.093,,,,,,,,,,,,,0,,,190,,5.1
2012,1,4,4,2012,1,4,9,0,,0,0,,,,,,,,,,,,-11.7,0.5927,0,1017.3,1018.3,987.2,,-5,16.093,,,,,,,,,,,,,0,,,190,,5.7
2012,1,4,5,2012,1,4,10,0,,0,0,,,,,,,,,,,,-11.1,0.6219,0,1016.3,1017.5,986.3,,-5,16.093,,,,,,,,,,,,,0,,,200,,6.2
2012,1,4,6,2012,1,4,11,0,,0,0,,,,,,,,,,,,-11.1,0.6219,0,1015.2,1016.7,985.3,,-5,16.093,,,,,,,,,,,,,0,,,200,,6.2
2012,1,4,7,2012,1,4,12,0,,0,0,,,,,,,,,,,,-10.6,0.6185,0,1014.9,1016.3,984.9,,-4.4,16.093,,,,,,,,,,,,,0,,,190,,5.7
2012,1,4,8,2012,1,4,13,0,,0,0,,,,,,,,,,,,-9.4,0.6551,0,1014.6,1015.6,984.6,,-3.9,16.093,,,,,,,,,,,,,0,,,200,,6.7
2012,1,4,9,2012,1,4,14,0,,0,0,,,,,,,,,,,,-8.9,0.6514,0,1014.9,1016.1,984.9,,-3.3,16.093,,,,,,,,,,,,,0,,,220,,5.1
2012,1,4,10,2012,1,4,15,0,,0,0,,,,,,,,,,,,-8.9,0.6813,0,1014.9,1016.1,984.9,,-3.9,16.093,,,,,,,,,,,,,0,,,220,,4.1
2012,1,4,11,2012,1,4,16,0,,0,0,,,,,,,,,,,,-7.8,0.654,0,1014.9,1016.1,984.9,,-2.2,16.093,,,,,,,,,,,,,0,,,220,,5.1
2012,1,4,12,2012,1,4,17,0,,0,0,,,,,,,,,,,,-6.7,0.6566,0.3,1013.9,1014.9,983.9,,-1.1,16.093,,,,,,,,,,,,,0,,,230,,4.6
2012,1,4,13,2012,1,4,18,0,,0,0,,,,,,,,,,,,-6.1,0.6629,0.3,1013.5,1014.4,983.6,,-0.6,16.093,,,,,,,,,,,,,0,,,260,,5.1
2012,1,4,14,2012,1,4,19,0,,0,0,,,,,,,,,,,,-6.7,0.5802,0,1012.5,1013.4,982.6,,0.6,16.093,,,,,,,,,,,,,0,,,260,,6.2
2012,1,4,15,2012,1,4,20,0,,0,0,,,,,,,,,,,,-5.6,0.6312,0,1012.2,1013.2,982.3,,0.6,16.093,,,,,,,,,,,,,0,,,270,,4.6
2012,1,4,16,2012,1,4,21,0,,0,0,,,,,,,,,,,,-6.1,0.6075,0,1013.2,1014.2,983.3,,0.6,16.093,,,,,,,,,,,,,0,,,270,,5.1
2012,1,4,17,2012,1,4,22,0,,0,0,,,,,,,,,,,,-6.1,0.6629,0,1013.9,1014.7,983.9,,-0.6,16.093,,,,,,,,,,,,,0,,,250,,3.1
2012,1,4,18,2012,1,4,23,0,,0,0,,,,,,,,,,,,-5.6,0.6592,0,1014.9,1015.8,984.9,,0,16.093,,,,,,,,,,,,,0,,,280,,3.6
2012,1,4,19,2012,1,5,0,0,3048,0.9,0.9,,,,,,3048,,,,,,-4.4,0.722,0,1014.9,1015.9,984.9,,0,16.093,,,,,,,,,,,,,0,,,270,,4.1
2012,1,4,20,2012,1,5,1,0,,0,0,,,,,,,,,,,,-4.4,0.722,0,1015.6,1016.4,985.6,,0,16.093,,,,,,,,,,,,,0,,,280,,3.6
2012,1,4,21,2012,1,5,2,0,,0.25,0.25,,,,,,3353,,,,,,-3.9,0.7497,0,1016.3,1017.2,986.3,,0,16.093,,,,,,,,,,,,,0,,,280,,3.1
2012,1,4,22,2012,1,5,3,0,,0.5,0.5,,,,,,671,,,,,,-3.9,0.7832,0,1016.3,1017.2,986.3,,-0.6,16.093,,,,,,,,,,,,,0,,,270,,1.5
2012,1,4,23,2012,1,5,4,0,,0,0,,,,,,,,,,,,-3.9,0.8124,0,1016.3,1017.3,986.3,,-1.1,16.093,,,,,,,,,,,,,0,,,260,,2.6
2012,1,5,0,2012,1,5,5,0,,0,0,,,,,,,,,,,,-5,0.7814,0,1015.9,1016.7,985.9,,-1.7,16.093,,,,,,,,,,,,,0,,,260,,3.1
2012,1,5,1,2012,1,5,6,0,,0,0,,,,,,,,,,,,-5,0.7814,0,1015.6,1016.6,985.6,,-1.7,16.093,,,,,,,,,,,,,0,,,240,,2.6
2012,1,5,2,2012,1,5,7,0,,0,0,,,,,,,,,,,,-6.7,0.8083,0,1015.9,1016.9,985.9,,-3.9,16.093,,,,,,,,,,,,,0,,,240,,2.6
2012,1,5,3,2012,1,5,8,0,,0,0,,,,,,,,,,,,-6.1,0.7796,0,1016.3,1017,986.3,,-2.8,16.093,,,,,,,,,,,,,0,,,240,,3.6
2012,1,5,4,2012,1,5,9,0,,0,0,,,,,,,,,,,,-6.7,0.7728,0,1016.3,1017.3,986.3,,-3.3,16.093,,,,,,,,,,,,,0,,,240,,3.6
2012,1,5,5,2012,1,5,10,0,,0,0,,,,,,,,,,,,-7.8,0.7709,0,1016.3,1017.2,986.3,,-4.4,16.093,,,,,,,,,,,,,0,,,200,,2.6
2012,1,5,6,2012,1,5,11,0,,0,0,,,,,,,,,,,,-7.2,0.8075,0,1016.6,1017.5,986.6,,-4.4,16.093,,,,,,,,,,,,,0,,,210,,1.5
2012,1,5,7,2012,1,5,12,0,,0,0,,,,,,,,,,,,-6.1,0.7796,0,1015.9,1016.9,985.9,,-2.8,16.093,,,,,,,,,,,,,0,,,210,,2.1
2012,1,5,8,2012,1,5,13,0,,0,0,,,,,,,,,,,,-5.6,0.7746,0,1015.6,1016.3,985.6,,-2.2,16.093,,,,,,,,,,,,,0,,,210,,4.1
2012,1,5,9,2012,1,5,14,0,,0,0,,,,,,,,,,,,-5.6,0.7746,0,1015.2,1016.1,985.3,,-2.2,16.093,,,,,,,,,,,,,0,,,200,,4.1
2012,1,5,10,2012,1,5,15,0,,0,0,,,,,,,,,,,,-5,0.7477,0,1014.9,1015.9,984.9,,-1.1,16.093,,,,,,,,,,,,,0,,,210,,4.6
2012,1,5,11,2012,1,5,16,0,,0,0,,,,,,,,,,,,-4.4,0.722,0,1015.2,1016.2,985.3,,0,16.093,,,,,,,,,,,,,0,,,210,,2.1
2012,1,5,12,2012,1,5,17,0,,0,0,,,,,,,,,,,,-3.3,0.6413,0,1013.9,1014.8,983.9,,2.8,16.093,,,,,,,,,,,,,0,,,200,,3.6
2012,1,5,13,2012,1,5,18,0,,0,0,,,,,,,,,,,,-2.8,0.6159,0,1012.5,1013.2,982.6,,3.9,16.093,,,,,,,,,,,,,0,,,210,,6.2
2012,1,5,14,2012,1,5,19,0,,0,0,,,,,,,,,,,,-2.2,0.6217,0,1011.9,1012.7,982,,4.4,16.093,,,,,,,,,,,,,0,,,210,,5.1
2012,1,5,15,2012,1,5,20,0,,0,0,,,,,,,,,,,,-1.1,0.6465,0,1011.2,1012.1,981.3,,5,16.093,,,,,,,,,,,,,0,,,220,,3.6
2012,1,5,16,2012,1,5,21,0,,0,0,,,,,,,,,,,,-0.6,0.6432,0,1010.5,1011.3,980.6,,5.6,16.093,,,,,,,,,,,,,0,,,210,,4.6
2012,1,5,17,2012,1,5,22,0,,0,0,,,,,,,,,,,,-0.6,0.6994,0,1010.5,1011.3,980.6,,4.4,16.093,,,,,,,,,,,,,0,,,210,,3.1
2012,1,5,18,2012,1,5,23,0,,0,0,,,,,,,,,,,,-0.6,0.7243,0,1010.2,1010.9,980.3,,3.9,16.093,,,,,,,,,,,,,0,,,200,,3.6
2012,1,5,19,2012,1,6,0,0,,0,0,,,,,,,,,,,,-0.6,0.7243,0,1009.5,1010.2,979.6,,3.9,16.093,,,,,,,,,,,,,0,,,190,,4.1
2012,1,5,20,2012,1,6,1,0,,0,0,,,,,,,,,,,,0,0.7306,0,1009.1,1009.8,979.3,,4.4,16.093,,,,,,,,,,,,,0,,,210,,6.2
2012,1,5,21,2012,1,6,2,0,,0,0,,,,,,,,,,,,-0.6,0.7243,0,1009.1,1009.8,979.3,,3.9,16.093,,,,,,,,,,,,,0,,,210,,6.2
2012,1,5,22,2012,1,6,3,0,,0,0,,,,,,,,,,,,0,0.7306,0,1008.5,1009,978.7,,4.4,16.093,,,,,,,,,,,,,0,,,220,,7.2
2012,1,5,23,2012,1,6,4,0,,0,0,,,,,,,,,,,,0,0.7306,0,1008.1,1008.7,978.3,,4.4,16.093,,,,,,,,,,,,,0,,,220,,6.2
2012,1,6,0,2012,1,6,5,0,,0,0,,,,,,,,,,,,0,0.7006,0,1007.8,1008.4,978,,5,16.093,,,,,,,,,,,,,0,,,220,,7.2
2012,1,6,1,2012,1,6,6,0,,0,0,,,,,,,,,,,,-0.6,0.7243,0,1007.5,1007.9,977.7,,3.9,16.093,,,,,,,,,,,,,0,,,210,,5.7
2012,1,6,2,2012,1,6,7,0,,0,0,,,,,,,,,,,,-0.6,0.6994,0,1007.5,1007.9,977.7,,4.4,16.093,,,,,,,,,,,,,0,,,230,,5.1
2012,1,6,3,2012,1,6,8,0,,0,0,,,,,,,,,,,,-0.6,0.6994,0,1007.5,1007.9,977.7,,4.4,16.093,,,,,,,,,,,,,0,,,220,,5.1
2012,1,6,4,2012,1,6,9,0,,0,0,,,,,,,,,,,,-0.6,0.7243,0,1007.1,1007.7,977.3,,3.9,16.093,,,,,,,,,,,,,0,,,220,,5.1
2012,1,6,5,2012,1,6,10,0,,0,0,,,,,,,,,,,,-0.6,0.7243,0,1006.8,1007.2,977,,3.9,16.093,,,,,,,,,,,,,0,,,210,,5.7
2012,1,6,6,2012,1,6,11,0,,0,0,,,,,,,,,,,,-0.6,0.6994,0,1007.1,1007.5,977.3,,4.4,16.093,,,,,,,,,,,,,0,,,220,,6.2
2012,1,6,7,2012,1,6,12,0,,0,0,,,,,,,,,,,,-0.6,0.7243,0,1007.1,1007.6,977.3,,3.9,16.093,,,,,,,,,,,,,0,,,220,,6.2
2012,1,6,8,2012,1,6,13,0,,0,0,,,,,,,,,,,,-0.6,0.7243,0,1006.4,1007.1,976.7,,3.9,16.093,,,,,,,,,,,,,0,,,230,,5.7
2012,1,6,9,2012,1,6,14,0,,0,0,,,,,,,,,,,,-0.6,0.7243,0,1007.1,1007.8,977.3,,3.9,16.093,,,,,,,,,,,,,0,,,230,,5.1
2012,1,6,10,2012,1,6,15,0,,0,0,,,,,,,,,,,,0,0.7006,0,1007.5,1007.9,977.7,,5,16.093,,,,,,,,,,,,,0,,,220,,5.7
